* DEMO HOTELS
* The original data was loaded from the application "Sample Hotel Search" on the day 2013-08-11
* using a resource type of: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Hotel Slavia Prague;a Hotel in Prague,Czech Republic.;-81;Vladivostocka 1460/10;;3;http://www.slaviahotel.com/;17;true
Aida Hotel Prague;a Hotel in Prague,Czech Republic.;-81;Kubisova 23;;4;http://www.pragueshotels.com/;23;true
Wellness Hotel Step;a Hotel in Prague,Czech Republic.;-81;Malletova 1141;+420 296 786 350;4;http://www.wellness-hotel-step.cz/;23;true
EuroAgentur Hotel Jasmin;a Hotel in Prague,Czech Republic.;-81;Sklonena 515;1978785-48;3;http://www.euroagentur.com/;20;true
Fortuna Rhea Hotel Prague;a Hotel in Prague,Czech Republic.;-81;V Uzlabine 19;;3;http://www.hotels-of-prague.com/rhea/fortuna_rhea_prague.htm;20;true
Little Town Budget Hotel;a Hotel in Prague,Czech Republic.;-81;Malostranské námestí 11/260;+420 242 406 964;2;http://www.littletownhotel.cz/en/;15;true
Botel Racek Praha;a Hotel in Prague,Czech Republic.;-81;Na Dvorecke Louce;;3;http://www.botelracek-prague.com/;21;true
Hotel Fortuna Luna;a Hotel in Prague,Czech Republic.;-81;Decinska 1;+49 (0)30 80 947 5;2;http://www.hotelfortunalunaprague.com/;16;true
Hotel Prokopka;a Hotel in Prague,Czech Republic.;-81;Prokopova 9;+420 222 781 647;2;http://www.prokopka.cz/welcome.html;16;true
Relax Inn Prague Hotel;a Hotel in Prague,Czech Republic.;-81;Novovysocanska 25;420-2-96895050;4;http://www.holidayinn.com/hotels/us/en/hd/czech-republic/prague-hotels;27;true
City Inn Hotel Prague;a Hotel in Prague,Czech Republic.;-81;Hybernska 13;+420 226 222 600;3;http://praguehotels.jurysinns.com/;22;true
Amedia Hotel Theatrino;a Hotel in Prague,Czech Republic.;-81;Borivojova 53;;4;http://amediahotels.com/;28;true
Bananas Hostel;a Hostel in Moscow,Russia.;-9;Pokrovsky Boulevard 8 Bld. 2;+7-495-5087648 +7;1;http://bananashostel.ru/;13;true
Oasis Hotel Moscow;a Hotel in Moscow,Russia.;-9;Strastnoy bulvar 4/3;;3;http://www.moscow-hotels.com/hotels/arthotel.htm;26;true
Bear Hostel on Mayakovskaya;a Hostel in Moscow,Russia.;-9;Sadovo-Kudrinskaya Street 32 App 9;1345485754;1;http://www.bear-hostels.ru/en/;14;true
Bear Hostels on Arbatskaya;a Hostel in Moscow,Russia.;-9;Bolshaya Molchanovka Street 23 Bld.2 floor 5;;1;http://www.destinationrussia.com/htm/russia_moscow_bearhostelsonarbatskaya.htm;14;true
Master Hostel;a Hostel in Moscow,Russia.;-9;Maroseyka Street 13/3;;1;http://masterotel.ru/en;14;true
Suharevka Bed and Breakfast Moscow;a Bed and Breakfast in Moscow,Russia.;-9;Metro Suharevskaya (orange line) Bolshaya Suharevskaya Square 16/18;+7 910 420 3446;1;http://suharevkahotel.ru/;15;true
Napoleon Hostel;a Hostel in Moscow,Russia.;-9;Maly Zlatoustinskiy Street Dom 2 4th Floor;+7 495 628 6695;1;http://www.napoleonhostel.com/;16;true
Tnt Hostel Moscow;a Hostel in Moscow,Russia.;-9;Zvonarskiy Pereulok 5 Арр.6;+7 (495) 973-05-01;1;http://www.tnthostel.com/;16;true
Moscow Home Hostel;a Hostel in Moscow,Russia.;-9;1/12 2-nd Neopalimovsky Pereulok;+7 495 778 85 01;1;http://www.hostel-moscow.com/;18;true
OHostel Moscow;a Hostel in Moscow,Russia.;-9;Malaya Ordinka 19 3 Floor;;1;http://hostelmoscow444.com/;18;true
All the World Hostel;a Hostel in Moscow,Russia.;-9;Bolshaya Tulskaya Str.54;;1;http://www.allthehostel.ru/;19;true
Buddy Bear Hostel Moscow;a Hostel in Moscow,Russia.;-9;Smolenskii Boulevard 15 Ap. 13;1345485504;1;http://www.bear-hostels.com/;19;true
Green Mango Hostel;a Hostel in Moscow,Russia.;-9;Novaya Basmannaya Street 25 Bld.2;+7 (499) 261-10-76;1;http://www.greenmangohostel.com/;21;true
iVAN Hostel;a Hostel in Moscow,Russia.;-9;Petrovsky Pereulok 1/30 App 6;+7(916)407-11-78;1;http://www.ivanhostel.com/;23;true
108 Minutes Hostel;a Hostel in Moscow,Russia.;-9;Malaya Ordynka Street 5/6 Bld.4 App.3;+7 (495) 795-4259;1;http://www.108min.com/;24;true
Capital Hostel Moscow;a Hostel in Moscow,Russia.;-9;Malaya Ordynka Str.5/6;(1336999953;1;http://capitalhostel.com/;24;true
Hostel Dom Moscow;a Hotel in Moscow,Russia.;-9;Podsosenskiy Pereulok 21 Bld.5;;1;http://www.moscow-hotels.com/hotels/gostiny_dom.htm;24;true
Hostel Moscow 444;a Hostel in Moscow,Russia.;-9;Maliy Afanasyevskiy Pereulok 1 Bld.33 App.10;;1;http://hostelmoscow444.com/;24;true
1st Arbat Hostel at Novinsky;a Hostel in Moscow,Russia.;-9;Novinsky Bulvar 1/2 App 64;+7 (967) 0130047;1;http://1arbat-hostel.ru/english/novinsky.html;26;true
Hostel People;a Hostel in Moscow,Russia.;-9;Novinsky Boulevard 11;1911-1913;1;http://www.hostel-people.com/;26;true
